NO,市町村コード,都道府県名,市区町村名,名称,名称_カナ,文化財分類,種類,住所,電話番号,員数（数）,員数（単位）,所有者等,文化財指定日,備考,,アクセス名,備考
125,52124,秋田県,大仙市,椒沢番楽,ハジカミザワバンガク,市指定無形民俗文化財,,秋田県大仙市大沢郷宿,0187-63-8972,,,椒沢番楽保存会,1989/8/28,西仙北地域,,,
126,52124,秋田県,大仙市,弥助堰,ヤスケゼキ,市指定史跡,,秋田県大仙市強首字上野台11-2,0187-63-8972,,,大仙市,1980/10/22,西仙北地域,,,
127,52124,秋田県,大仙市,法華宝塔,ホウケホウトウ,市指定史跡,,秋田県大仙市内,0187-63-8972,1,基,個人,1989/8/28,西仙北地域,,,
128,52124,秋田県,大仙市,旧亀田街道,キュウカメダカイドウ,市指定史跡,,秋田県大仙市大沢郷宿字岩瀬109-1先から字大野45先まで,0187-63-8972,,,大仙市,1990/6/12,西仙北地域,,,
129,52124,秋田県,大仙市,モミの木群,モミノキグン,市指定天然記念物,,秋田県大仙市内,0187-63-8972,5,本,個人,1979/8/27,西仙北地域,311,モミの木群を見るには, 
130,52124,秋田県,大仙市,ブナの原生林　トチの木,ブナノゲンセイリン　トチノキ,市指定天然記念物,,秋田県大仙市杉山田字釜の沢132、134,0187-63-8972,,,月山神社,1982/12/13,西仙北地域,314,ブナの原生林　トチの木を見るには, 
131,52124,秋田県,大仙市,エノキ,エノキ,市指定天然記念物,,秋田県大仙市刈和野字愛宕町24,0187-63-8972,1,本,大仙市,1989/8/28,西仙北地域,307,エノキを見るには, 
132,52124,秋田県,大仙市,クジラの化石,クジラノカセキ,市指定天然記念物,,秋田県大仙市刈和野字愛宕下24-1,0187-63-8972,1,個,大仙市,1990/6/12,西仙北地域,306,クジラの化石を見るには, 
133,52124,秋田県,大仙市,化石塊,カセキカイ,市指定天然記念物,,秋田県大仙市内,0187-63-8972,1,個,個人,1990/6/12,西仙北地域,305,化石かいを見るには, 
134,52124,秋田県,大仙市,バッコスギ,バッコスギ,市指定天然記念物,,秋田県大仙市土川字小又口,0187-63-8972,1,本,国（農林水産省）,1990/6/12,西仙北地域,319,バッコスギを見るには, 
135,52124,秋田県,大仙市,諏訪堂,スワドウ,市指定有形文化財,建造物,秋田県大仙市内,0187-63-8972,1,棟,個人,1975/12/6,中仙地域,431,諏訪堂へは,高橋市蔵（別名円満造）明治時代
136,52124,秋田県,大仙市,水板倉,ミズイタグラ,市指定有形文化財,建造物,秋田県大仙市内,0187-63-8972,1,棟,個人,1989/4/1,中仙地域,417,水板倉へは,小松喜一郎（別名小兵衛）明治時代
137,52124,秋田県,大仙市,鏡図,キョウズ,市指定有形文化財,絵画,秋田県大仙市内,0187-63-8972,1,幅,個人,1975/12/6,中仙地域,410,,狩野　秀水 　　江戸時代
138,52124,秋田県,大仙市,方便法身尊影,ホウベンホウシンソンエイ,市指定有形文化財,絵画,秋田県大仙市長野字六日町123,0187-63-8972,1,幅,善法寺,1975/12/6,中仙地域,424,善法寺へは,室町時代
139,52124,秋田県,大仙市,戊辰懸額,ボシンケンガク,市指定有形文化財,絵画,秋田県大仙市長野字二日町116,0187-63-8972,1,面,長野神社,1989/4/1,中仙地域,421,長野神社へは,平福穂庵　明治時代
140,52124,秋田県,大仙市,雲龍,ウンリュウ,市指定有形文化財,絵画,秋田県大仙市長野字柳田115,0187-63-8972,1,面,曹渓寺,1996/3/29,中仙地域,423,曹渓寺へは,菅原東岳　慶応元年
141,52124,秋田県,大仙市,東福寺終点,トウフクジシュウテン,市指定有形文化財,絵画,秋田県大仙市北長野字茶畑141,0187-63-8972,1,幅,大仙市,1996/3/29,中仙地域,499,中仙総合支所へは,草彅興宗　昭和５年帝展初入選作
142,52124,秋田県,大仙市,燕子花,カキツバタ,市指定有形文化財,絵画,秋田県大仙市内,0187-63-8972,1,幅,個人,1999/12/28,中仙地域,425,,小田野　直武
143,52124,秋田県,大仙市,花鳥図屏風,カチョウズビョウブ,市指定有形文化財,絵画,秋田県大仙市内,0187-63-8972,1,双,個人,1999/12/28,中仙地域,422,鈴木酒造へは,戸村　義通
144,52124,秋田県,大仙市,山水図,サンスイズ,市指定有形文化財,絵画,秋田県大仙市内,0187-63-8972,1,幅,個人,1999/12/28,中仙地域,422,鈴木酒造へは,渡辺　崋山
145,52124,秋田県,大仙市,裸婦,ラフ,市指定有形文化財,絵画,秋田県大仙市内,0187-63-8972,1,幅,個人,2005/2/22,中仙地域,415,,広幡憲　昭和10年
146,52124,秋田県,大仙市,石環,セッカン,市指定有形文化財,工芸品,秋田県大仙市長野字一の坪58,0187-63-8972,1,口,大仙市,1975/12/6,中仙地域,499,中仙総合支所へは,縄文時代
147,52124,秋田県,大仙市,栗沢窯本焼、諸道具,クリサワカマモトヤキ、ショドウグ,市指定有形文化財,工芸品,秋田県大仙市内,0187-63-8972,162,点,個人,1989/4/1,中仙地域,408,,明治時代
148,52124,秋田県,大仙市,獅子頭,シシガシラ,市指定有形文化財,工芸品,秋田県大仙市豊岡字小沼山1,0187-63-8972,1,個,小沼神社,1991/12/24,中仙地域,402,小沼神社へは, 
149,52124,秋田県,大仙市,鑓　鉄鏃,ヤリ、テツヤジリ,市指定有形文化財,工芸品,秋田県大仙市鑓見内字幕林142,0187-63-8972,"1,12","本,点",幕林八幡神社,1991/12/24,中仙地域,435,幕林神社へは, 
150,52124,秋田県,大仙市,小沼観音堂厨子,コヌマカンノンドウズシ,市指定有形文化財,工芸品,秋田県大仙市豊岡字小沼山1,0187-63-8972,1,棟,小沼神社,1991/12/24,中仙地域,402,小沼神社へは, 
151,52124,秋田県,大仙市,菊花散双雀鏡,キッカサンソウジャクキョウ,市指定有形文化財,工芸品,秋田県大仙市内,0187-63-8972,1,個,個人,1994/3/30,中仙地域,429,, 
152,52124,秋田県,大仙市,袴田村肝煎　印鑑、机、箪笥,ハカマダムラキモイリ　インカン、ツクエ、タンス,市指定有形文化財,工芸品,秋田県大仙市内,0187-63-8972,3,点,個人,1996/3/29,中仙地域,434,,江戸時代
153,52124,秋田県,大仙市,太刀　銘国宗,タチ　メイクニムネ,市指定有形文化財,工芸品,秋田県大仙市内,0187-63-8972,1,口,個人,1998/3/31,中仙地域,422,鈴木酒造へは,鎌倉時代
154,52124,秋田県,大仙市,太刀　銘大原真守,タチ　メイオオハラシンジュ,市指定有形文化財,工芸品,秋田県大仙市内,0187-63-8972,1,口,個人,1998/3/31,中仙地域,422,鈴木酒造へは,逆銘　白河院 　　平安時代
155,52124,秋田県,大仙市,螺鈿刀掛,ラデンカタナカケ,市指定有形文化財,工芸品,秋田県大仙市内,0187-63-8972,1,基,個人,1998/3/31,中仙地域,422,鈴木酒造へは,江戸時代
156,52124,秋田県,大仙市,菅江真澄真筆,スガエマスミシンピツ,市指定有形文化財,書跡典籍,秋田県大仙市内,0187-63-8972,1,幅,個人,1996/3/29,中仙地域,422,鈴木酒造へは,江戸時代
157,52124,秋田県,大仙市,経甕片口ふたつき,キョウガメカタグチフタツキ,市指定有形文化財,考古資料,秋田県大仙市長野字一ノ坪58,0187-63-8972,1,個,大仙市,1993/3/30,中仙地域,499,中仙総合支所へは, 
158,52124,秋田県,大仙市,瑪瑙勾玉,メノウマガタマ,市指定有形文化財,考古資料,秋田県大仙市内,0187-63-8972,3,個,個人,1994/3/30,中仙地域,416,,縄文時代
159,52124,秋田県,大仙市,佐竹北家御霊屋,サタケキタケミタマヤ,市指定有形文化財,歴史資料,秋田県大仙市長野字柳田115,0187-63-8972,6,基,曹渓寺,1989/4/1,中仙地域,423,曹渓寺へは,江戸時代
160,52124,秋田県,大仙市,諏訪宮懸額,スワグウケンガク,市指定有形文化財,歴史資料,秋田県大仙市清水字上黒土247,0187-63-8972,1,面,八幡神社,1994/3/30,中仙地域,413,八幡神社へは,嘉永５年
161,52124,秋田県,大仙市,幟旗,ノボリバタ,市指定有形文化財,歴史資料,秋田県大仙市北長野字道ノ下125,0187-63-8972,1,対,館ノ郷神社,1999/12/28,中仙地域,433,,佐竹　義躬
162,52124,秋田県,大仙市,黒土神楽,クロツチカグラ,市指定無形民俗文化財,,秋田県大仙市清水,0187-63-8972,,,黒土神楽保存会,2005/2/22,中仙地域,414,清水小学校へは,江戸時代
163,52124,秋田県,大仙市,長野神社神輿巡行,ナガノジンジャミコシジュンコウ,市指定無形民俗文化財,,秋田県大仙市長野字二日町116,0187-63-8972,,,長野神社,2005/2/22,中仙地域,421,長野神社へは,江戸時代
164,52124,秋田県,大仙市,天王清水（泉）,テンノウシミズ（イズミ）,市指定名勝,,秋田県大仙市清水字沖ノ郷天王40,0187-63-8972,,,八坂神社,1993/3/30,中仙地域,411,八坂神社へは,江戸時代
165,52124,秋田県,大仙市,一里塚の皀莢,イチリヅカノサイカチ,市指定天然記念物,,秋田県大仙市豊岡字十六沢129－13,0187-63-8972,1,本,大仙市,1975/12/6,中仙地域,427,一里塚の皀莢を見るには,生保内街道　江戸時代
166,52124,秋田県,大仙市,豊栄の松,トヨサカノマツ,市指定天然記念物,,秋田県大仙市豊岡字上野28－2,0187-63-8972,1,本,大仙市,1975/12/6,中仙地域,428,豊栄の松を見るには, 
167,52124,秋田県,大仙市,桂の木,カツラノキ,市指定天然記念物,,秋田県大仙市内,0187-63-8972,1,本,個人,1975/12/6,中仙地域,426,桂の木を見るには, 
168,52124,秋田県,大仙市,作助稲荷の杉,サクスケイナリノスギ,市指定天然記念物,,秋田県大仙市内,0187-63-8972,1,本,個人,1980/12/26,中仙地域,407,作助稲荷へは, 
169,52124,秋田県,大仙市,阿弥陀堂のクヌギ,アミダドウノクヌギ,市指定天然記念物,,秋田県大仙市内,0187-63-8972,1,本,個人,1980/12/26,中仙地域,412,阿彌陀堂のクヌギを見るには, 
170,52124,秋田県,大仙市,お金塚の松,オカネヅカノマツ,市指定天然記念物,,秋田県大仙市大神成,0187-63-8972,4,本,大神成部落,1980/12/26,中仙地域,418,お金塚の松を見るには, 
171,52124,秋田県,大仙市,善法寺の銀杏,ゼンポウジノイチョウ,市指定天然記念物,,秋田県大仙市長野字六日町123,0187-63-8972,1,本,善法寺,1980/12/26,中仙地域,424,善法寺へは, 
172,52124,秋田県,大仙市,水神社の杉,スイジンジャノスギ,市指定天然記念物,,秋田県大仙市豊川観音堂57,0187-63-8972,4,本,水神社,1993/3/30,中仙地域,401,水神社へは,江戸時代
173,52124,秋田県,大仙市,愛染明王坐像,アイゼンミョウオウザゾウ,市指定有形文化財,彫刻,秋田県大仙市協和峰吉川字高寺28,0187-63-8972,1,体,高善寺,2000/3/30,協和地域,,,
174,52124,秋田県,大仙市,芦沢共同墓地の板碑,アシザワキョウドウボチノイタビ,市指定有形文化財,考古資料,秋田県大仙市内,0187-63-8972,1,基,個人,1990/11/14,協和地域,508,,鎌倉～室町
175,52124,秋田県,大仙市,宇津野番楽面,ウツノバンガクメン,市指定有形民俗文化財,,秋田県大仙市内,0187-63-8972,12,面,個人,1990/11/14,協和地域,507,,元文２年（1737）
176,52124,秋田県,大仙市,唐松神社蛇頭神楽,カラマツジンジャジャトウカグラ,市指定無形民俗文化財,,秋田県大仙市協和境字下台84,0187-63-8972,,,唐松神社,1993/4/2,協和地域,,,
177,52124,秋田県,大仙市,唐松城跡,カラマツジョウアト,市指定史跡,,秋田県大仙市協和境字唐松岳44-1及び44-2地内,0187-63-8972,,,大仙市,1990/11/14,協和地域,505,唐松城跡へは,室町時代
178,52124,秋田県,大仙市,萬松寺のシダレザクラ,バンショウジノシダレザクラ,市指定天然記念物,,秋田県大仙市協和境字境57,0187-63-8972,1,本,萬松寺,1993/4/2,協和地域,504,萬松寺へは, 
179,52124,秋田県,大仙市,日暮の一本スギ,ヒグラシノイッポンスギ,市指定天然記念物,,秋田県大仙市協和中淀川,0187-63-8972,1,本,淀川財産区所有,2005/3/1,協和地域,,,
180,52124,秋田県,大仙市,半鐘,ハンショウ,市指定有形文化財,歴史資料,秋田県大仙市協和中淀川峰吉川字南明谷地1,0187-63-8972,1,点,大仙市,2016/9/29,協和地域,,,
181,52124,秋田県,大仙市,常泉寺本堂,ジョウセンジホンドウ,市指定有形文化財,建造物,秋田県大仙市内,0187-63-8972,1,棟,個人,1976/11/20,南外地域,,,
182,52124,秋田県,大仙市,高見巨鬼工所蔵短冊,タカミキョキコウショゾウタンザク,市指定有形文化財,歴史資料,秋田県大仙市南外字下袋218,0187-63-8972,172,枚,大仙市,2002/8/1,南外地域,,,
183,52124,秋田県,大仙市,楢岡焼海鼠釉（陶芸技術）,ナラオカヤキナマコユウ（トウゲイギジュツ）,市指定無形文化財,工芸技術,秋田県大仙市内,0187-63-8972,,,個人,1983/11/10,南外地域,,,
184,52124,秋田県,大仙市,制札,セイサツ,市指定有形民俗文化財,,秋田県大仙市内,0187-63-8972,1,枚,個人,1976/11/20,南外地域,,,
185,52124,秋田県,大仙市,制札,セイサツ,市指定有形民俗文化財,,秋田県大仙市内,0187-63-8972,1,枚,個人,1976/11/20,南外地域,,,
186,52124,秋田県,大仙市,制札,セイサツ,市指定有形民俗文化財,,秋田県大仙市内,0187-63-8972,1,枚,個人,1976/11/20,南外地域,,,
187,52124,秋田県,大仙市,制札,セイサツ,市指定有形民俗文化財,,秋田県大仙市内,0187-63-8972,1,枚,個人,1976/11/20,南外地域,,,
188,52124,秋田県,大仙市,制札,セイサツ,市指定有形民俗文化財,,秋田県大仙市内,0187-63-8972,1,枚,個人,1976/11/20,南外地域,,,
189,52124,秋田県,大仙市,制札,セイサツ,市指定有形民俗文化財,,秋田県大仙市内,0187-63-8972,1,枚,個人,1976/11/20,南外地域,,,
190,52124,秋田県,大仙市,制札,セイサツ,市指定有形民俗文化財,,秋田県大仙市内,0187-63-8972,1,枚,個人,1984/8/1,南外地域,,,
191,52124,秋田県,大仙市,甕コ沢窯跡,カメコサワカマアト,市指定史跡,,秋田県大仙市内,0187-63-8972,1,基,個人,1996/3/1,南外地域,442,甕コ沢窯跡へは, 
192,52124,秋田県,大仙市,高梨神社,タカナシジンジャ,市指定有形文化財,建造物,秋田県大仙市払田字真山35,0187-63-8972,2,棟,高梨神社,1980/12/11,仙北地域,710,高梨神社へは,棟梁斎藤兼治郎､彫刻円満蔵､大正５年(1916)
193,52124,秋田県,大仙市,田茂木浜蔵,タモギハマグラ,市指定有形文化財,建造物,秋田県大仙市高梨字田茂木24,0187-63-8972,1,棟,大仙市,2005/3/7,仙北地域,,,
194,52124,秋田県,大仙市,星宮遺跡出土品,ホシノミヤイセキシュツドヒン,市指定有形文化財,考古資料,秋田県大仙市高梨字田茂木10,0187-63-8972,140,点,大仙市,2000/5/31,仙北地域,,,
195,52124,秋田県,大仙市,高梨村絵図,タカナシムラエズ,市指定有形文化財,歴史資料,秋田県大仙市高梨字田茂木10,0187-63-8972,1,幅,大仙市,1991/3/15,仙北地域,,,
196,52124,秋田県,大仙市,拂田柵址研究日誌,ホッタノサクアトケンキュウニッシ,市指定有形文化財,歴史資料,秋田県大仙市高梨字田茂木10,0187-63-8972,1,点,大仙市,2016/4/26,仙北地域,,,
197,52124,秋田県,大仙市,算額,サンガク,市指定有形民俗文化財,,秋田県大仙市内,0187-63-8972,1,枚,個人,1989/4/20,仙北地域,,,
198,52124,秋田県,大仙市,堀見内ささら,ホリミナイササラ,市指定無形民俗文化財,,秋田県大仙市堀見内,0187-63-8972,,,堀見内ささら保存会,1983/4/12,仙北地域,,,
199,52124,秋田県,大仙市,高梨神社正神楽,タカナシジンジャショウカグラ,市指定無形民俗文化財,,秋田県大仙市払田字真山35,0187-63-8972,,,高梨神社,1983/4/12,仙北地域,,,
200,52124,秋田県,大仙市,姥杉,ウバスギ,天然記念物,,秋田県大仙市払田字真山35,0187-63-8972,1,本,高梨神社,1980/12/11,仙北地域,710,高梨神社へは,樹齢約６００年
201,52124,秋田県,大仙市,水芭蕉群生地,ミズバショウグンセイチ,天然記念物,,秋田県大仙市内,0187-63-8972,,,個人,1983/4/12,仙北地域,703,水芭蕉群生地を見るには, 
202,52124,秋田県,大仙市,杉,スギ,天然記念物,,秋田県大仙市板見内字北畑116,0187-63-8972,1,本,板見内神社,1985/2/6,仙北地域,708,板見内神社へは,樹齢約３５０年
203,52124,秋田県,大仙市,楢,ナラ,天然記念物,,秋田県大仙市板見内字蛇塚134,0187-63-8972,1,本,蛇塚神社,1986/4/16,仙北地域,706,蛇塚神社へは,樹齢約３００年
204,52124,秋田県,大仙市,杉,スギ,天然記念物,,秋田県大仙市板見内字蛇塚134,0187-63-8972,1,本,蛇塚神社,1986/4/16,仙北地域,706,蛇塚神社へは,樹齢約３００年
205,52124,秋田県,大仙市,聖観音（絹本着色）,ショウカンノン（ケンポンチャクショク）,市指定有形文化財,絵画,秋田県大仙市内,0187-63-8972,1,点,個人,2003/4/1,太田地域,,,
206,52124,秋田県,大仙市,十三仏（絹本着色）,ジュウサンブツ（ケンポンチャクショク）,市指定有形文化財,絵画,秋田県大仙市内,0187-63-8972,1,点,個人,2003/4/1,太田地域,,,
207,52124,秋田県,大仙市,阿弥陀如来（絹本着色）,アミダニョライ（ケンポンチャクショク）,市指定有形文化財,絵画,秋田県大仙市内,0187-63-8972,1,点,個人,2003/4/1,太田地域,,,
208,52124,秋田県,大仙市,大日如来（絹本紺地金泥）,ダイニチニョライ（ケンポンコンジコンデイ）,市指定有形文化財,絵画,秋田県大仙市内,0187-63-8972,1,点,個人,2003/4/1,太田地域,,,
209,52124,秋田県,大仙市,十三仏像,ジュウサンブツゾウ,市指定有形文化財,彫刻,秋田県大仙市内,0187-63-8972,13,躯,個人,1976/11/1,太田地域,,,
210,52124,秋田県,大仙市,大黒天像,ダイコクテンゾウ,市指定有形文化財,彫刻,秋田県大仙市内,0187-63-8972,1,躯,個人,1976/11/1,太田地域,,,
211,52124,秋田県,大仙市,薬師如来像,ヤクシニョライゾウ,市指定有形文化財,彫刻,秋田県大仙市内,0187-63-8972,1,躯,個人,1980/2/1,太田地域,,,
212,52124,秋田県,大仙市,斉藤光郎家資料,サイトウミツロウケシリョウ,市指定有形文化財,工芸品,秋田県大仙市太田町太田字新田田尻3-4　太田文化プラザ,0187-63-8972,432,点,大仙市,1987/1/1,太田地域,,,
213,52124,秋田県,大仙市,正徳5年国見村御打直御検地帳（中・下巻）,ショウトクゴネンクニミムラオンウチナオシオンケンチチョウ,市指定有形文化財,歴史資料,秋田県大仙市内,0187-63-8972,2,冊,個人,1989/4/1,太田地域,,,
214,52124,秋田県,大仙市,享保11年仙北郡国見村打抜畠返新開御検地野帳,キョウホウジュウイチネンセンボクグンクニミムラウチヌキハタケガエシシンカイオンケンチヤチョウ,市指定有形文化財,歴史資料,秋田県大仙市内,0187-63-8972,1,冊,個人,1989/4/1,太田地域,,,
215,52124,秋田県,大仙市,明和2年仙北郡国見村打抜畠返新開御検地帳,メイワニネンセンボクグンクニミムラウチヌキハタケガエシシンカイオンケンチチョウ,市指定有形文化財,歴史資料,秋田県大仙市内,0187-63-8972,1,冊,個人,1989/4/1,太田地域,,,
216,52124,秋田県,大仙市,正保4年仙北本堂小金成御検地野帳,ショウホウヨネンセンボクホンドウコガナリオンケンチヤチョウ,市指定有形文化財,歴史資料,秋田県大仙市太田町太田字新田田尻3-4　太田文化プラザ,0187-63-8972,1,冊,大仙市,1989/4/1,太田地域,,,
217,52124,秋田県,大仙市,安永9年仙北郡小神成村打直御検地野帳,アンエイクネンセンボクグンコガナリムラウチナオシオンケンチヤチョウ,市指定有形文化財,歴史資料,秋田県大仙市太田町,0187-63-8972,1,冊,小神成集落,1989/4/1,太田地域,,,
218,52124,秋田県,大仙市,正徳5年国見村絵図,ショウトクゴネンクニミムラエズ,市指定有形文化財,歴史資料,秋田県大仙市内,0187-63-8972,1,枚,個人,1989/4/1,太田地域,,,
219,52124,秋田県,大仙市,仙北郡太田村神社佛閣小村書上,センボクグンオオタムラジンジャブッカクショウソンカキアゲ,市指定有形文化財,歴史資料,秋田県大仙市内,0187-63-8972,5,枚,個人,2003/4/1,太田地域,,,
220,52124,秋田県,大仙市,池上のせいろ,チジョウノセイロ,市指定有形民俗文化財,,秋田県大仙市内,0187-63-8972,1,棟,個人,1976/11/1,太田地域,,,
221,52124,秋田県,大仙市,算額,サンガク,市指定有形民俗文化財,,秋田県大仙市太田町東今泉字大信田236,0187-63-8972,1,面,八幡神社,1979/1/1,太田地域,,,
222,52124,秋田県,大仙市,絵馬（連句の額）,エマ(レンクノガク）,市指定有形民俗文化財,,秋田県大仙市太田町国見字夏瀬237,0187-63-8972,1,面,八幡神社,1980/2/1,太田地域,,,
223,52124,秋田県,大仙市,道祖神（おにょさま）,ドウソジン（オニョサマ）,市指定有形民俗文化財,,秋田県大仙市内,0187-63-8972,1,躯,個人,1982/2/1,太田地域,,,
224,52124,秋田県,大仙市,横沢ささら,ヨコサワササラ,市指定無形民俗文化財,,秋田県大仙市内,0187-63-8972,,,個人,1979/1/1,太田地域,,,
225,52124,秋田県,大仙市,三本扇サイサイ,サンボンオウギサイサイ,市指定無形民俗文化財,,秋田県大仙市太田町,0187-63-8972,,,三本扇芸能保存会,1995/7/1,太田地域,,,
226,52124,秋田県,大仙市,戊辰戦争の史跡,ボシンセンソウノシセキ,市指定史跡,,秋田県大仙市太田町斉内字新関下171-2,0187-63-8972,,,大仙市,1982/2/1,太田地域,821,戊辰戦争史跡へは,
227,52124,秋田県,大仙市,太田城跡,オオタジョウアト,市指定史跡,,秋田県大仙市太田町太田字築地古館17,0187-63-8972,,,大仙市,1982/2/1,太田地域,828,太田城跡へは,
228,52124,秋田県,大仙市,一里塚跡,イチリヅカアト,市指定史跡,,秋田県大仙市太田町横沢字相野194-2,0187-63-8972,,,大仙市,1987/1/1,太田地域,805,一里塚跡へは,旧生保内街道（上街道）白岩通りの分岐点
229,52124,秋田県,大仙市,お諏訪さんの姥杉,オスワサンノウバスギ,市指定天然記念物,,秋田県大仙市太田町斉内字諏訪田69　　　,0187-63-8972,1,本,諏訪神社,1989/4/1,太田地域,822,諏訪神社へは,幹周り　5.37ｍ　樹高　28.66ｍ
230,52124,秋田県,大仙市,壱本木の種蒔桜,イッポンギノタネマキザクラ,市指定天然記念物,,秋田県大仙市内,0187-63-8972,1,本,個人,1989/4/1,太田地域,830,壱本木の種蒔桜を見るには,幹周り　3.14ｍ　樹高　16.18ｍ
231,52124,秋田県,大仙市,毘沙門様の大もみ,ビシャモンサマノオオモミ,市指定天然記念物,,秋田県大仙市太田町川口字毘沙門108,0187-63-8972,1,本,川口神明社,1989/4/1,太田地域,823,毘沙門神社へは,幹周り　4.4ｍ　樹高　40.45ｍ → 13ｍ
232,52124,秋田県,大仙市,壱本杉の大シャガチ,イッポンスギノオオシャガチ,市指定天然記念物,,秋田県大仙市内,0187-63-8972,1,本,個人,1989/4/1,太田地域,813,壱本杉の大シャガチを見るには,幹周り　4.25ｍ　樹高　19.5ｍ
233,52124,秋田県,大仙市,宮内のイチョウ,ミヤウチノイチョウ,市指定天然記念物,,秋田県大仙市太田町三本扇字三本柳1,0187-63-8972,2,本,宮内神社,1989/4/1,太田地域,814,宮内のイチョウを見るには,西:幹周4.1ｍ、樹高27ｍ 東:幹周4.2ｍ、樹高30.08ｍ
234,52124,秋田県,大仙市,作エンのさくら,サクエンノサクラ,市指定天然記念物,,秋田県大仙市内,0187-63-8972,1,本,個人,1989/4/1,太田地域,812,作エンのさくらを見るには,幹周り　3.29ｍ　樹高　12.42ｍ
235,52124,秋田県,大仙市,オブ山の大杉群落,オブヤマノオオスギグンラク,市指定天然記念物,,秋田県大仙市太田町太田外　2　字真木山外2国有林　秋田森林管理署大曲事務所179林班ろ1小班,0187-63-8972,,,国（農林水産省）,2000/2/1,太田地域,819,オブ山の大杉群落を見るには,代表的な樹木　幹周り15.2m、樹高34m
236,52124,秋田県,大仙市,横沢公園の松,ヨコサワコウエンノマツ,市指定天然記念物,,秋田県大仙市太田町横沢字堤田341－１,0187-63-8972,2,本,大仙市,2000/2/1,太田地域,806,横沢公園へは,"北:幹周2.47ｍ,樹高20.6ｍ 南:幹周2.18ｍ,樹高19.6ｍ"
237,52124,秋田県,大仙市,白山神社の松,ハクサンジンジャノマツ,市指定天然記念物,,秋田県大仙市太田町永代字雷139,0187-63-8972,1,本,白山神社,2000/2/1,太田地域,803,白山神社へは,幹周り　2.9ｍ　樹高　18.1ｍ
238,52124,秋田県,大仙市,四ツ橋の松,ヨツハシノマツ,市指定天然記念物,,秋田県大仙市内,0187-63-8972,1,本,個人,2000/2/1,太田地域,809,四ツ橋の松を見るには,幹周り　2.18ｍ　樹高　19.6ｍ
239,52124,秋田県,大仙市,甚ねん霧氷ブナ,ジンネンムヒョウブナ,市指定天然記念物,,秋田県大仙市内,0187-63-8972,2,本,個人,2003/4/1,太田地域,811,甚ねん霧氷ブナを見るには,"東:幹周2.92ｍ,樹高27ｍ 西:幹周2.9ｍ,樹高27ｍ"
240,52124,秋田県,大仙市,長左衛門のサワラの垣根,チョウザエモンノサワラノカキネ,市指定天然記念物,,秋田県大仙市内,0187-63-8972,1,組,個人,2004/2/1,太田地域,818,長左衛門のサワラの垣根,高さ6.1m、長さ66m、厚さ1.5m
