市町村コード,都道府県名,市区町村名,事業所名称,事業所名称ｶﾅ,実施サービス,住所,電話番号,FAX番号,利用可能曜日,定員,URL,,,
052124,秋田県,大仙市,ニチイケアセンター大曲,ﾆﾁｲｹｱｾﾝﾀｰｵｵﾏｶﾞﾘ,居宅介護支援事業所,秋田県大仙市四ツ屋字下古道55-1         　,0187-66-8051,0187-66-8054,月火水木金,,,,,
052124,秋田県,大仙市,ニチイケアセンター大曲,ﾆﾁｲｹｱｾﾝﾀｰｵｵﾏｶﾞﾘ,通所介護,秋田県大仙市四ツ屋字下古道55-1         　,0187-66-8051,0187-66-8054,月火水木金土日・祝日,25,,,,
052124,秋田県,大仙市,ニチイケアセンター大曲,ﾆﾁｲｹｱｾﾝﾀｰｵｵﾏｶﾞﾘ,訪問介護,秋田県大仙市四ツ屋字下古道55-1         　,0187-66-8051,0187-66-8054,月火水木金土日・祝日,,https://www.nichiigakkan.co.jp/,,,
052124,秋田県,大仙市,住宅型有料老人ホーム瑠璃月,ｼﾞｭｳﾀｸｶﾞﾀﾕｳﾘｮｳﾛｳｼﾞﾝﾎｰﾑｱｵｲﾂｷ,有料老人ホーム,秋田県大仙市四ツ屋字上前村17-1　         ,0187-88-8667,0187-73-6088,月火水木金土日・祝日,15,http://www.yutopia.or.jp/~aoitsuki/,,,
052124,秋田県,大仙市,グループホームのぞみ東棟・西棟,ｸﾞﾙｰﾌﾟﾎｰﾑﾉｿﾞﾐﾋｶﾞｼﾄｳﾆｼﾄｳ,認知症対応型共同生活介護,秋田県大仙市大曲西根字鳥居57-1　    ,0187-86-4152、4151,0187-86-4151，4152,月火水木金土日・祝日,18,,,,
052124,秋田県,大仙市,ショートステイのぞみの丘,ｼｮｰﾄｽﾃｲﾉｿﾞﾐﾉｵｶ,短期入所生活介護,秋田県大仙市大曲西根字鳥居57-1　    ,0187-68-2217,0187-68-2218,月火水木金土日・祝日,30,,,,
052124,秋田県,大仙市,有料老人ホーム大曲温泉すみれ,ﾕｳﾘｮｳﾛｳｼﾞﾝﾎｰﾑｵｵﾏｶﾞﾘｵﾝｾﾝｽﾐﾚ,有料老人ホーム,秋田県大仙市大曲西根字鳥居215-9   ,0187-88-8931,0187-88-8931,月火水木金土日・祝日,25,,,,
052124,秋田県,大仙市,居宅介護支援事業所ひかり,ｷｮﾀｸｶｲｺﾞｼｴﾝｼﾞｷﾞｮｳｼｮﾋｶﾘ,居宅介護支援事業所,秋田県大仙市大曲西根字鳥居215-9-5,0187-88-8931,0187-88-8931,月火水木金,,,,,
052124,秋田県,大仙市,訪問介護事業所大曲ひまわり,ﾎｳﾓﾝｶｲｺﾞｼﾞｷﾞｮｳｼｮｵｵﾏｶﾞﾘﾋﾏﾜﾘ,訪問介護,秋田県大仙市大曲西根字鳥居215-9-5,0187-88-8932,0187-88-8931,月火水木金土日・祝日,,,,,
052124,秋田県,大仙市,通所介護事業所大曲ひまわり,ﾂｳｼｮｶｲｺﾞｼﾞｷﾞｮｳｼｮｵｵﾏｶﾞﾘﾋﾏﾜﾘ,通所介護,秋田県大仙市大曲西根字鳥居215-9-5,0187-73-6099,0187-73-6079,,,,,,
052124,秋田県,大仙市,居宅介護支援センターテンダーヒルズ,ｷｮﾀｸｶｲｺﾞｼｴﾝｾﾝﾀｰﾃﾝﾀﾞｰﾋﾙｽﾞ,居宅介護支援事業所,秋田県大仙市内小友字明通36-2　          ,0187-68-2611,0187-68-3766,月火水木金・祝日,,,,,
052124,秋田県,大仙市,老人デイサービス事業テンダーヒルズ,ﾛｳｼﾞﾝﾃﾞｲｻｰﾋﾞｽｼﾞｷﾞｮｳﾃﾝﾀﾞｰﾋﾙｽﾞ,通所介護,秋田県大仙市内小友字明通36-2　          ,0187-68-2611,0187-68-3766,月火水木金土・祝日,25,http://aketorikai.com/,,,
052124,秋田県,大仙市,老人短期入所事業テンダーヒルズ,ﾛｳｼﾞﾝﾀﾝｷﾆｭｳｼｮｼﾞｷﾞｮｳﾃﾝﾀﾞｰﾋﾙｽﾞ,短期入所生活介護,秋田県大仙市内小友字明通36-2　          ,0187-68-2611,0187-68-3766,月火水木金土日・祝日,15,http://aketorikai.com/,,,
052124,秋田県,大仙市,特別養護老人ホームテンダーヒルズ,ﾄｸﾍﾞﾂﾖｳｺﾞﾛｳｼﾞﾝﾎｰﾑﾃﾝﾀﾞｰﾋﾙｽﾞ,介護老人福祉施設,秋田県大仙市内小友字明通36-2　          ,0187-68-2611,0187-68-3766,月火水木金土日・祝日,115,http://aketorikai.com/,,,
052124,秋田県,大仙市,グループホームひかり,ｸﾞﾙｰﾌﾟﾎｰﾑﾋｶﾘ,認知症対応型共同生活介護,秋田県大仙市藤木字東八圭21-1　           ,0187-86-5056,0187-86-5053,月火水木金土日・祝日,18,http://www.fine-care.co.jp/,,,
052124,秋田県,大仙市,グループホームあったか荘,ｸﾞﾙｰﾌﾟﾎｰﾑｱｯﾀｶｿｳ,認知症対応型共同生活介護,秋田県大仙市角間川町字前田1-2 ,0187-86-5025,0187-86-5026,月火水木金土日・祝日,18,,,,
052124,秋田県,大仙市,特別養護老人ホームサン・サルビア,ﾄｸﾍﾞﾂﾖｳｺﾞﾛｳｼﾞﾝﾎｰﾑｻﾝｻﾙﾋﾞｱ,介護老人福祉施設,秋田県大仙市角間川町字元道巻97　       ,0187-86-5100,0187-86-5110,月火水木金土日・祝日,50,https://www.kennanfukusi.jp/,,,
052124,秋田県,大仙市,特別養護老人ホームサン・サルビア,ﾄｸﾍﾞﾂﾖｳｺﾞﾛｳｼﾞﾝﾎｰﾑｻﾝｻﾙﾋﾞｱ,短期入所生活介護,秋田県大仙市角間川町字元道巻97,0187-86-5100,0187-86-5110,月火水木金土日・祝日,10,https://www.kennanfukusi.jp/,,,
052124,秋田県,大仙市,ナイスデイ大曲,ﾅｲｽﾃﾞｲｵｵﾏｶﾞﾘ,通所介護,秋田県大仙市角間川町字元道巻97,0187-86-5100,0187-86-5110,月火水木金土・祝日,25,https://www.kennanfukusi.jp/,,,
052124,秋田県,大仙市,えがお神宮寺,ｴｶﾞｵｼﾞﾝｸﾞｳｼﾞ,認知症対応型共同生活介護,秋田県大仙市神宮寺字上栗谷田67-5,0187-72-4660,0187-87-1165,月火水木金土日・祝日,18,http://egao.main.jp/,,,
052124,秋田県,大仙市,ショートステイ神岡,ｼｮｰﾄｽﾃｲｶﾐｵｶ,短期入所生活介護,秋田県大仙市神宮寺字本郷野3-9,0187-88-8311,0187-88-8312,月火水木金土日・祝日,27,,,,
052124,秋田県,大仙市,ケアサポート神岡,ｹｱｻﾎﾟｰﾄｶﾐｵｶ,小規模多機能型居宅介護事業所,秋田県大仙市神宮寺字荒屋入6-28,0187-73-6888,0187-72-2257,月火水木金土日・祝日,18,https://www.fukuju-2910.com/,,,
052124,秋田県,大仙市,有料老人ホームサポートハウスアイビー,ﾕｳﾘｮｳﾛｳｼﾞﾝﾎｰﾑｻﾎﾟｰﾄﾊｳｽｱｲﾋﾞｰ,有料老人ホーム,秋田県大仙市神宮寺字新屋野14-10,0187-72-3705,0187-72-3790,月火水木金土日・祝日,10,,,,
052124,秋田県,大仙市,特別養護老人ホーム愛幸園,ﾄｸﾍﾞﾂﾖｳｺﾞﾛｳｼﾞﾝﾎｰﾑｱｲｺｳｴﾝ,介護老人福祉施設,秋田県大仙市神宮寺字本郷道南78,0187-87-1080,0187-72-3224,月火水木金土日・祝日,92,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,愛幸園デイサービスセンター,ｱｲｺｳｴﾝﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰ,通所介護,秋田県大仙市神宮寺字本郷道南78,0187-87-1080,0187-72-3224,月火水木金,30,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,愛幸園短期入所生活介護事業所,ｱｲｺｳｴﾝﾀﾝｷﾆｭｳｼｮｾｲｶﾂｶｲｺﾞｼﾞｷﾞｮｳｼｮ,短期入所生活介護,秋田県大仙市神宮寺字本郷道南78,0187-87-1080,0187-72-3224,月火水木金土日・祝日,8,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,ケアハウスかみおか　,ｹｱﾊｳｽｶﾐｵｶ,ケアハウス,秋田県大仙市神宮寺字本郷道南78,0187-87-1080,0187-72-3224,月火水木金,15,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,グループホームやまゆりの家,ｸﾞﾙｰﾌﾟﾎｰﾑﾔﾏﾕﾘﾉｲｴ,認知症対応型共同生活介護,秋田県大仙市南外字下木直519-4,0187-73-1177,0187-73-1187,月火水木金土日・祝日,18,,,,
052124,秋田県,大仙市,特別養護老人ホーム福寿園,ﾄｸﾍﾞﾂﾖｳｺﾞﾛｳｼﾞﾝﾎｰﾑﾌｸｼﾞｭｴﾝ,介護老人福祉施設,秋田県大仙市南外字湯神台10,0187-74-2121,0187-74-2127,月火水木金土日・祝日,80,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,福寿園短期入所生活介護事業所,ﾌｸｼﾞｭｴﾝﾀﾝｷﾆｭｳｼｮｾｲｶﾂｶｲｺﾞｼﾞｷﾞｮｳｼｮ,短期入所生活介護,秋田県大仙市南外字湯神台10,0187-74-2121,0187-74-2127,月火水木金土日・祝日,8,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,福寿園デイサービスセンター,ﾌｸｼﾞｭｴﾝﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰ,通所介護,秋田県大仙市南外字松木田119,0187-88-8450,0187-88-8670,月火水木金,23,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,大仙市社会福祉協議会西部介護ステーション,ﾀﾞｲｾﾝｼｼｬｶｲﾌｸｼｷｮｳｷﾞｶｲｾｲﾌﾞｶｲｺﾞｽﾃｰｼｮﾝ,居宅介護支援事業所,秋田県大仙市刈和野字本町5,0187-87-3500,0187-87-3501,月火水木金,,http://www.daisen-syakyo.net/,,,
052124,秋田県,大仙市,大仙市社会福祉協議会西部介護ステーション,ﾀﾞｲｾﾝｼｼｬｶｲﾌｸｼｷｮｳｷﾞｶｲｾｲﾌﾞｶｲｺﾞｽﾃｰｼｮﾝ,訪問入浴介護,秋田県大仙市刈和野字本町5,0187-87-3500,0187-87-3501,月火水木金,,http://www.daisen-syakyo.net/,,,
052124,秋田県,大仙市,ショートステイ刈和野,ｼｮｰﾄｽﾃｲｶﾘﾜﾉ,短期入所生活介護,秋田県大仙市刈和野字愛宕下178-5,0187-87-3636,0187-87-3637,月火水木金土日・祝日,20,,,,
052124,秋田県,大仙市,特別養護老人ホームウォームハート,ﾄｸﾍﾞﾂﾖｳｺﾞﾛｳｼﾞﾝﾎｰﾑｳｫｰﾑﾊｰﾄ,介護老人福祉施設,秋田県大仙市刈和野字愛宕町17-1,0187-87-3003,0187-75-0117,月火水木金土日・祝日,60,http://warmheart-akita.com/,,,
052124,秋田県,大仙市,デイサービスセンターハートフル刈和野,ﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰﾊｰﾄﾌﾙｶﾘﾜﾉ,通所介護,秋田県大仙市刈和野字愛宕町17-1,0187-87-3003,0187-75-0117,月火水木金土・祝日,20,http://warmheart-akita.com/,,,
052124,秋田県,大仙市,ショートステイウォームハート,ｼｮｰﾄｽﾃｲｳｫｰﾑﾊｰﾄ,短期入所生活介護,秋田県大仙市刈和野字愛宕町17-1,0187-87-3003,0187-75-0117,月火水木金土日・祝日,12,http://warmheart-akita.com/,,,
052124,秋田県,大仙市,グループホームありす刈和野,ｸﾞﾙｰﾌﾟﾎｰﾑｱﾘｽｶﾘﾜﾉ,認知症対応型共同生活介護,秋田県大仙市刈和野字愛宕下85,0187-73-7021,0187-73-7031,月火水木金土日・祝日,18,http://hakuzinkai.jp/,,,
052124,秋田県,大仙市,ありすの街ケアプランセンター,ｱﾘｽﾉﾏﾁｹｱﾌﾟﾗﾝｾﾝﾀｰ,居宅介護支援事業所,秋田県大仙市刈和野字愛宕下85,0187-73-7051,0187-73-7031,月火水木金,,http://hakuzinkai.jp/,,,
052124,秋田県,大仙市,多機能ホーム西仙,ﾀｷﾉｳﾎｰﾑﾆｼｾﾝ,小規模多機能型居宅介護事業所,秋田県大仙市刈和野字愛宕下54-1,0187-88-8545,0187-88-8861,月火水木金土日・祝日,24,http://www.warmheart-akita.com/,,,
052124,秋田県,大仙市,グループホーム西仙,ｸﾞﾙｰﾌﾟﾎｰﾑﾆｼｾﾝ,認知症対応型共同生活介護,秋田県大仙市刈和野字愛宕下54-1,0187-88-8545,0187-88-8861,月火水木金土日・祝日,9,http://www.warmheart-akita.com/,,,
052124,秋田県,大仙市,ケアプランセンター西仙,ｹｱﾌﾟﾗﾝｾﾝﾀｰﾆｼｾﾝ,居宅介護支援事業所,秋田県大仙市刈和野字愛宕下54-1,0187-88-8860,0187-88-8861,月火水木金,,http://www.warmheart-akita.com/,,,
052124,秋田県,大仙市,グループホームみずこしの里,ｸﾞﾙｰﾌﾟﾎｰﾑﾐｽﾞｺｼﾉｻﾄ,認知症対応型共同生活介護,秋田県大仙市土川字上雨堤135-1,0187-87-3177,0187-87-3178,月火水木金土日・祝日,18,http://mizukoshinosato.com/,,,
052124,秋田県,大仙市,まんさく,ﾏﾝｻｸ,通所介護,秋田県大仙市土川字辰ノ口40,0187-88-8900,0187-88-8901,月火水木金土・祝日,10,,,,
052124,秋田県,大仙市,介護老人保健施設幸寿園,ｶｲｺﾞﾛｳｼﾞﾝﾎｹﾝｼｾﾂｺｳｼﾞｭｴﾝ,介護老人保健施設,秋田県大仙市強首字上野台12-15,0187-77-2226,0187-77-2228,月火水木金土日・祝日,88,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,介護老人保健施設幸寿園,ｶｲｺﾞﾛｳｼﾞﾝﾎｹﾝｼｾﾂｺｳｼﾞｭｴﾝ,通所リハビリテーション,秋田県大仙市強首字上野台12-15,0187-77-2226,0187-77-2228,月火水木金,9,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,介護老人保健施設幸寿園,ｶｲｺﾞﾛｳｼﾞﾝﾎｹﾝｼｾﾂｺｳｼﾞｭｴﾝ,短期入所療養介護,秋田県大仙市強首字上野台12-15,0187-77-2226,0187-77-2228,月火水木金土日・祝日,88,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,特別養護老人ホームありすの街,ﾄｸﾍﾞﾂﾖｳｺﾞﾛｳｼﾞﾝﾎｰﾑｱﾘｽﾉﾏﾁ,介護老人福祉施設,秋田県大仙市強首字上野台23-18,0187-87-7310,0187-87-7311,月火水木金土日・祝日,70,http://hakuzinkai.jp/,,,
052124,秋田県,大仙市,ありすの街ショートステイ,ｱﾘｽﾉﾏﾁｼｮｰﾄｽﾃｲ,短期入所生活介護,秋田県大仙市強首字上野台23-18,0187-87-7310,0187-87-7311,月火水木金土日・祝日,空床利用,http://hakuzinkai.jp/,,,
052124,秋田県,大仙市,ありすの街デイサービスセンター,ｱﾘｽﾉﾏﾁﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰ,通所介護,秋田県大仙市強首字上野台23-18,0187-87-7310,0187-87-7311,月火水木金土・祝日,30,http://hakuzinkai.jp/,,,
052124,秋田県,大仙市,グループホーム桜木荘,ｸﾞﾙｰﾌﾟﾎｰﾑｻｸﾗｷﾞｿｳ,認知症対応型共同生活介護,秋田県大仙市協和船岡字上宇津野249-1,018-881-7880,018-893-2077,月火水木金土日・祝日,18,,,,
052124,秋田県,大仙市,森こしの丘居宅介護支援センター,ﾓﾘｺｼﾉｵｶｷｮﾀｸｶｲｺﾞｼｴﾝｾﾝﾀｰ,居宅介護支援事業所,秋田県大仙市協和船岡字森越11-14,018-892-3555,018-892-3526,月火水木金土・祝日,,,,,
052124,秋田県,大仙市,デイサービス森こしの丘,ﾃﾞｲｻｰﾋﾞｽﾓﾘｺｼﾉｵｶ,通所介護,秋田県大仙市協和船岡字森越11-14,018-892-3555,018-892-3526,月火水木金土,15,,,,
052124,秋田県,大仙市,ショートステイ森こしの丘,ｼｮｰﾄｽﾃｲﾓﾘｺｼﾉｵｶ,短期入所生活介護,秋田県大仙市協和船岡字森越11-14,018-892-3555,018-892-3526,月火水木金土日・祝日,41,,,,
052124,秋田県,大仙市,ショートステイ協和,ｼｮｰﾄｽﾃｲｷｮｳﾜ,短期入所生活介護,秋田県大仙市協和荒川字新田表1-1,018-881-6060,018-881-6061,月火水木金土日・祝日,30,,,,
052124,秋田県,大仙市,介護老人保健施設サングレイス,ｶｲｺﾞﾛｳｼﾞﾝﾎｹﾝｼｾﾂｻﾝｸﾞﾚｲｽ,介護老人保健施設,秋田県大仙市協和上淀川字五百刈田278-5,018-892-3260,018-892-3663,月火水木金土日・祝日,100,https://keishinkai-akita.net/,,,
052124,秋田県,大仙市,介護老人保健施設サングレイス,ｶｲｺﾞﾛｳｼﾞﾝﾎｹﾝｼｾﾂｻﾝｸﾞﾚｲｽ,通所リハビリテーション,秋田県大仙市協和上淀川字五百刈田278-5,018-892-3260,018-892-3663,月火水木金,20,https://keishinkai-akita.net/,,,
052124,秋田県,大仙市,介護老人保健施設サングレイス,ｶｲｺﾞﾛｳｼﾞﾝﾎｹﾝｼｾﾂｻﾝｸﾞﾚｲｽ,短期入所療養介護,秋田県大仙市協和上淀川字五百刈田278-5,018-892-3260,018-892-3663,月火水木金土日・祝日,100,https://keishinkai-akita.net/,,,
052124,秋田県,大仙市,サングレイス居宅介護支援事業所,ｻﾝｸﾞﾚｲｽｷｮﾀｸｶｲｺﾞｼｴﾝｼﾞｷﾞｮｳｼｮ,居宅介護支援事業所,秋田県大仙市協和上淀川字五百刈田278-5,018-892-3260,018-892-3663,月火水木金,,https://keishinkai-akita.net/,,,
052124,秋田県,大仙市,大仙市協和生活支援ハウス「やすらぎの里」,ﾀﾞｲｾﾝｼｷｮｳﾜｾｲｶﾂｼｴﾝﾊｳｽﾔｽﾗｷﾞﾉｻﾄ,生活支援ハウス,秋田県大仙市協和上淀川字中嶋33,018-881-6121,018-881-6036,月火水木金土日・祝日,15,,,,
052124,秋田県,大仙市,グループホームサンエルフ,ｸﾞﾙｰﾌﾟﾎｰﾑｻﾝｴﾙﾌ,認知症対応型共同生活介護,秋田県大仙市協和上淀川字五百刈田277-1,018-881-6565,018-892-3639,月火水木金土日・祝日,9,https://keishinkai-akita.net/,,,
052124,秋田県,大仙市,有料老人ホームサンフェザント,ﾕｳﾘｮｳﾛｳｼﾞﾝﾎｰﾑｻﾝﾌｪｻﾞﾝﾄ,特定施設,秋田県大仙市協和上淀川字五百刈田277-5,018-853-8990,018-892-3033,月火水木金土日・祝日,57,https://keishinkai-akita.net/,,,
052124,秋田県,大仙市,特別養護老人ホーム峰山荘,ﾄｸﾍﾞﾂﾖｳｺﾞﾛｳｼﾞﾝﾎｰﾑﾎｳｻﾞﾝｿｳ,介護老人福祉施設,秋田県大仙市協和中淀川字中村12-2,018-893-5520,018-893-5630,月火水木金土日・祝日,95,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,峰山荘デイサービスセンター,ﾎｳｻﾞﾝｿｳﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰ,通所介護,秋田県大仙市協和中淀川字中村12-2,018-893-5520,018-893-5630,月火水木金,15,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,峰山荘短期入所生活介護事業所,ﾎｳｻﾞﾝｿｳﾀﾝｷﾆｭｳｼｮｾｲｶﾂｶｲｺﾞｼﾞｷﾞｮｳｼｮ,短期入所生活介護,秋田県大仙市協和中淀川字中村12-2,018-893-5520,018-893-5630,月火水木金土日・祝日,5,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,グループホームすまいる中仙,ｸﾞﾙｰﾌﾟﾎｰﾑｽﾏｲﾙﾅｶｾﾝ,認知症対応型共同生活介護,秋田県大仙市下鴬野字大谷151,0187-56-4400,0187-56-4419,月火水木金土日・祝日,9,http://www.kennan-cs.co.jp/,,,
052124,秋田県,大仙市,介護老人保健施設八乙女荘,ｶｲｺﾞﾛｳｼﾞﾝﾎｹﾝｼｾﾂﾔｵﾄﾒｿｳ,介護老人保健施設,秋田県大仙市北長野字野口前23,0187-56-2888,0187-56-2567,月火水木金土日・祝日,90,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,介護老人保健施設八乙女荘,ｶｲｺﾞﾛｳｼﾞﾝﾎｹﾝｼｾﾂﾔｵﾄﾒｿｳ,短期入所療養介護,秋田県大仙市北長野字野口前23,0187-56-2888,0187-56-2567,月火水木金土日・祝日,90,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,介護老人保健施設八乙女荘,ｶｲｺﾞﾛｳｼﾞﾝﾎｹﾝｼｾﾂﾔｵﾄﾒｿｳ,通所リハビリテーション,秋田県大仙市北長野字野口前23,0187-56-2888,0187-56-2567,月火水木金,9,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,特別養護老人ホーム桜寿苑,ﾄｸﾍﾞﾂﾖｳｺﾞﾛｳｼﾞﾝﾎｰﾑｵｳｼﾞｭｴﾝ,介護老人福祉施設,秋田県大仙市北長野字野口前47,0187-56-2001,0187-56-2996,月火水木金土日・祝日,62,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,桜寿苑デイサービスセンター,ｵｳｼﾞｭｴﾝﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰ,通所介護,秋田県大仙市北長野字野口前47,0187-56-2001,0187-56-2996,月火水木金,18,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,桜寿苑短期入所生活介護事業所,ｵｳｼﾞｭｴﾝﾀﾝｷﾆｭｳｼｮｾｲｶﾂｶｲｺﾞｼﾞｷﾞｮｳｼｮ,短期入所生活介護,秋田県大仙市北長野字野口前47,0187-56-2001,0187-56-2996,月火水木金土日・祝日,14,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,ケアハウスのぞみ荘,ｹｱﾊｳｽﾉｿﾞﾐｿｳ,ケアハウス,秋田県大仙市北長野字野口前47,0187-56-2001,0187-56-2996,月火水木金土日・祝日,15,http://www.daisen-f.com/,,,
052124,秋田県,大仙市,有料老人ホームくるみの家中仙,ﾕｳﾘｮｳﾛｳｼﾞﾝﾎｰﾑｸﾙﾐﾉｲｴﾅｶｾﾝ,有料老人ホーム,秋田県大仙市豊川字大宮田119-1,0187-49-8388,0187-49-8389,月火水木金土日・祝日,15,http://ne-united.co.jp/business/nursing-facility/kurumi-nakasen/,,,
052124,秋田県,大仙市,大仙市社会福祉協議会東部介護ステーション,ﾀﾞｲｾﾝｼｼｬｶｲﾌｸｼｷｮｳｷﾞｶｲﾄｳﾌﾞｶｲｺﾞｽﾃｰｼｮﾝ,居宅介護支援事業所,秋田県大仙市北長野字茶畑141,0187-56-4672,0187-56-4671,月火水木金,,http://www.daisen-syakyo.net/,,,
052124,秋田県,大仙市,愛・会いデイサービスセンター,ｱｲｱｲﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰ,通所介護,秋田県大仙市北長野字茶畑29,0187-49-6188,0187-49-6175,月火水木金土・祝日,28,https://www.yotsuba.care/care/service/,,,
052124,秋田県,大仙市,植える花夢ドンパン,ｳｴﾙｶﾑﾄﾞﾝﾊﾟﾝ,有料老人ホーム,秋田県大仙市長野字新山90-4,0187-56-4650,0187-56-3212,月火水木金土日・祝日,36,,,,
052124,秋田県,大仙市,グループホームさんぽみち中仙,ｸﾞﾙｰﾌﾟﾎｰﾑｻﾝﾎﾟﾐﾁﾅｶｾﾝ,認知症対応型共同生活介護,秋田県大仙市長野字太田袋1-1,0187-56-2286,0187-56-2286,月火水木金土日・祝日,9,,,,
052124,秋田県,大仙市,ショートステイ歩み,ｼｮｰﾄｽﾃｲｱﾕﾐ,短期入所生活介護,秋田県大仙市清水字上黒土993,0187-56-3443,0187-56-3443,月火水木金土日・祝日,45,,,,
052124,秋田県,大仙市,グループホームおおた,ｸﾞﾙｰﾌﾟﾎｰﾑｵｵﾀ,認知症対応型共同生活介護,秋田県大仙市太田町斉内字中田201,0187-89-1066,0187-89-1066,月火水木金土日・祝日,9,https://kaigosien-kitaura.jimdo.com/,,,
052124,秋田県,大仙市,元気ハウスきたうら,ｹﾞﾝｷﾊｳｽｷﾀｳﾗ,小規模多機能型居宅介護事業所,秋田県大仙市太田町斉内字中田201,0187-88-8862,0187-89-1066,月火水木金土日・祝日,29,https://kaigosien-kitaura.jimdo.com/,,,
052124,秋田県,大仙市,介護支援センターきたうら,ｶｲｺﾞｼｴﾝｾﾝﾀｰｷﾀｳﾗ,居宅介護支援事業所,秋田県大仙市太田町斉内字中田201-2,0187-89-1585,0187-89-1586,月火水木金,,https://kaigosien-kitaura.jimdo.com/,,,
052124,秋田県,大仙市,まいほーむ北浦,ﾏｲﾎｰﾑｷﾀｳﾗ,サービス付高齢者向け住宅,秋田県大仙市太田町斉内字中田201-2,0187-89-1585,0187-89-1586,月火水木金土日・祝日,7,https://kaigosien-kitaura.jimdo.com/,,,
052124,秋田県,大仙市,有料老人ホームふじの華,ﾕｳﾘｮｳﾛｳｼﾞﾝﾎｰﾑﾌｼﾞﾉﾊﾅ,有料老人ホーム,秋田県大仙市太田町国見字佐幣神43-6,0187-88-8642,0187-88-8643,月火水木金土日・祝日,18,,,,
052124,秋田県,大仙市,ショートステイうららか,ｼｮｰﾄｽﾃｲｳﾗﾗｶ,短期入所生活介護,秋田県大仙市太田町国見字仲村382-2,0187-89-1833,0187-89-1844,月火水木金土日・祝日,22,,,,
052124,秋田県,大仙市,グループホーム太田ふくし苑デイサービス事業所,ｸﾞﾙｰﾌﾟﾎｰﾑｵｵﾀﾌｸｼｴﾝﾃﾞｲｻｰﾋﾞｽｼﾞｷﾞｮｳｼｮ,認知症対応型通所介護,秋田県大仙市太田町横沢字久保関北716-1,0187-88-2337,0187-88-2338,月火水木金土日・祝日,3,,,,
052124,秋田県,大仙市,グループホーム太田ふくし苑,ｸﾞﾙｰﾌﾟﾎｰﾑｵｵﾀﾌｸｼｴﾝ,認知症対応型共同生活介護,秋田県大仙市太田町横沢字久保関北716-1,0187-88-2337,0187-88-2338,月火水木金土日・祝日,9,,,,
052124,秋田県,大仙市,有料老人ホーム太田ふくし苑,ﾕｳﾘｮｳﾛｳｼﾞﾝﾎｰﾑｵｵﾀﾌｸｼｴﾝ,地域密着型特定施設,秋田県大仙市太田町横沢字久保関北716-1,0187-88-2339,0187-88-2338,月火水木金土日・祝日,9,,,,
052124,秋田県,大仙市,特別養護老人ホーム真木苑,ﾄｸﾍﾞﾂﾖｳｺﾞﾛｳｼﾞﾝﾎｰﾑﾏｷﾞｴﾝ,介護老人福祉施設,秋田県大仙市太田町横沢字窪関南535-1,0187-86-9060,0187-86-9061,月火水木金土日・祝日,70,http://daisenmisato.net/,,,
052124,秋田県,大仙市,真木苑デイサービスセンター,ﾏｷﾞｴﾝﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰ,通所介護,秋田県大仙市太田町横沢字窪関南535-1,0187-86-9060,0187-86-9061,月火水木金,30,http://daisenmisato.net/,,,
052124,秋田県,大仙市,真木苑指定短期入所生活介護事業所,ﾏｷﾞｴﾝｼﾃｲﾀﾝｷﾆｭｳｼｮｾｲｶﾂｶｲｺﾞｼﾞｷﾞｮｳｼｮ,短期入所生活介護,秋田県大仙市太田町横沢字窪関南535-1,0187-86-9060,0187-86-9061,月火水木金土日・祝日,空床利用,http://daisenmisato.net/,,,
052124,秋田県,大仙市,ケアハウスひまわり荘,ｹｱﾊｳｽﾋﾏﾜﾘｿｳ,ケアハウス,秋田県大仙市太田町横沢字窪関南535-1,0187-86-9060,0187-86-9061,月火水木金土日・祝日,15,http://daisenmisato.net/,,,
